ROUTE,ROUTE_TYPE,PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,QUARTER,MONTH,CLASS,CRUISE_SPEED_MPH,TIME_ELAPSED_HRS,CRUISE_ALTITUDE_FT,AIRCRAFT_MODEL,FUEL_BURN_LBS_PER_HOUR,TOTAL_FUEL_BURN_LBS
ABQ - IAH,Regional,2888,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,1,1,F,357,2.82,23654,Embraer E175,2853,8051
ABQ - IAH,Regional,2958,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,1,2,F,319,3.16,25351,Embraer E175,3000,9472
ABQ - IAH,Regional,3591,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,4,12,F,377,2.68,26900,Embraer E175,2954,7905
ABQ - IAH,Regional,3685,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,3,8,F,412,2.45,24465,Embraer E175,2641,6466
ABQ - IAH,Regional,3799,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,1,3,F,375,2.69,24740,Embraer E175,2913,7834
ABQ - IAH,Regional,4336,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,3,9,F,347,2.91,25367,Embraer E175,3000,8718
ABQ - IAH,Regional,4538,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,4,10,F,372,2.71,23384,Embraer E175,2590,7009
ABQ - IAH,Regional,4603,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,2,6,F,406,2.48,25070,Embraer E175,2933,7280
ABQ - IAH,Regional,4717,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,3,7,F,380,2.65,26001,Embraer E175,2411,6394
ABQ - IAH,Regional,4882,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,4,11,F,350,2.88,24863,Embraer E175,2996,8634
ABQ - IAH,Regional,5480,0,0,744,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM",IAH,"Houston, TX",2024,2,4,F,367,2.74,23398,Embraer E175,3000,8233
ANC - MSP,Transcontinental,646,1397,0,2519,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,5,F,400,7.24,35044,Boeing 737-900ER,6600,47768
ANC - MSP,Transcontinental,2612,2824,0,2519,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,8,F,400,7.24,34963,Boeing 737-900ER,6451,46686
ANC - MSP,Transcontinental,2613,2732,0,2519,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,6,F,400,7.24,35082,Boeing 737-900ER,6267,45354
ANC - MSP,Transcontinental,4107,15187,0,2519,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,7,F,400,7.24,35115,Boeing 737-900ER,6600,47768
ANC - MSP,Transcontinental,2306,2733,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,1,2,F,400,7.24,36076,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,3008,2790,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,1,1,F,400,7.24,33416,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,4840,5350,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,1,3,F,400,7.24,36612,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,5024,0,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,4,12,F,400,7.24,34013,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,5151,0,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,4,11,F,400,7.24,33910,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,5191,11200,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,4,F,400,7.24,35287,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,6230,0,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,4,10,F,400,7.24,34871,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,9160,16733,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,5,F,400,7.24,34134,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,11030,11751,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,9,F,400,7.24,36001,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,12993,71135,0,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,6,F,400,7.24,35811,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,14329,23362,2078,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,7,F,400,7.24,33909,Airbus A330-300,17020,123182
ANC - MSP,Transcontinental,15589,22216,1435,2519,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,8,F,400,7.24,36396,Airbus A330-300,18000,130275
ANC - MSP,Transcontinental,343,0,0,2519,SY,Sun Country Airlines d/b/a MN Airlines,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,9,F,400,7.24,33766,Boeing 737-800,6000,43425
ANC - MSP,Transcontinental,621,0,0,2519,SY,Sun Country Airlines d/b/a MN Airlines,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,5,F,400,7.24,34986,Boeing 737-800,6000,43425
ANC - MSP,Transcontinental,4630,0,0,2519,SY,Sun Country Airlines d/b/a MN Airlines,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,2,6,F,400,7.24,34741,Boeing 737-800,6000,43425
ANC - MSP,Transcontinental,4987,0,0,2519,SY,Sun Country Airlines d/b/a MN Airlines,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,8,F,400,7.24,35370,Boeing 737-800,6000,43425
ANC - MSP,Transcontinental,9314,0,0,2519,SY,Sun Country Airlines d/b/a MN Airlines,ANC,"Anchorage, AK",MSP,"Minneapolis, MN",2024,3,7,F,400,7.24,36733,Boeing 737-800,6000,43425
ANC - ORD,Transcontinental,507,0,0,2846,AA,American Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,9,F,588,5.47,34379,Boeing 777-300ER,21600,118238
ANC - ORD,Transcontinental,3704,0,0,2846,AA,American Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,5,F,588,5.47,37074,Boeing 777-300ER,19605,107317
ANC - ORD,Transcontinental,4479,0,0,2846,AA,American Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,6,F,588,5.47,35497,Boeing 777-300ER,19857,108696
ANC - ORD,Transcontinental,5127,0,0,2846,AA,American Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,8,F,588,5.47,36086,Boeing 777-300ER,21600,118238
ANC - ORD,Transcontinental,5145,0,0,2846,AA,American Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,7,F,588,5.47,34630,Boeing 777-300ER,21600,118238
ANC - ORD,Transcontinental,324,168,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,1,1,F,588,5.47,34094,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,791,569,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,1,3,F,588,5.47,35223,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,1721,5461,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,4,10,F,588,5.47,34803,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,2128,10624,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,4,F,588,5.47,35195,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,4200,13622,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,9,F,588,5.47,34028,Boeing 737-900ER,6388,34970
ANC - ORD,Transcontinental,4865,33830,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,5,F,588,5.47,35516,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,7566,11906,53,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,8,F,588,5.47,35351,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,7720,68858,0,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,6,F,588,5.47,34855,Boeing 737-900ER,6561,35917
ANC - ORD,Transcontinental,9336,28498,105,2846,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,7,F,588,5.47,35659,Boeing 737-900ER,6600,36128
ANC - ORD,Transcontinental,1123,0,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,4,11,F,588,5.47,34806,Boeing 787-9,13129,71870
ANC - ORD,Transcontinental,1182,215,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,1,1,F,588,5.47,36361,Boeing 787-9,12983,71071
ANC - ORD,Transcontinental,2437,319,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,4,12,F,588,5.47,34508,Boeing 787-9,13878,75969
ANC - ORD,Transcontinental,2524,2190,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,4,F,588,5.47,35392,Boeing 787-9,14400,78826
ANC - ORD,Transcontinental,3777,4771,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,4,10,F,588,5.47,35152,Boeing 787-9,14012,76701
ANC - ORD,Transcontinental,5821,11482,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,5,F,588,5.47,35825,Boeing 787-9,14400,78826
ANC - ORD,Transcontinental,6102,15570,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,2,6,F,588,5.47,35874,Boeing 787-9,14400,78826
ANC - ORD,Transcontinental,8326,2611,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,9,F,588,5.47,35265,Boeing 787-9,14400,78826
ANC - ORD,Transcontinental,8608,4236,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,7,F,588,5.47,36236,Boeing 787-9,13571,74288
ANC - ORD,Transcontinental,9406,4277,0,2846,UA,United Air Lines Inc.,ANC,"Anchorage, AK",ORD,"Chicago, IL",2024,3,8,F,588,5.47,34861,Boeing 787-9,14400,78826
